,Ship Mode,Segment,Country,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,state_code,price_per_product,profit_per_product,loss,discount
8282,Second Class,Home Office,United States,Saint Charles,Illinois,Central,Technology,Machines,600.53,2,0.3,137.264,IL,300.265,68.632,0.0,Discount
8284,Second Class,Home Office,United States,Saint Charles,Illinois,Central,Technology,Accessories,637.44,8,0.2,135.456,IL,79.68,16.932,0.0,Discount
8288,Standard Class,Home Office,United States,Miami,Florida,South,Technology,Accessories,158.928,7,0.2,41.7186,FL,22.704,5.9598,0.0,Discount
8294,Standard Class,Consumer,United States,New York City,New York,East,Technology,Phones,299.9,2,0.0,74.975,NY,149.95,37.4875,0.0,No Discount
8296,Standard Class,Corporate,United States,Arlington,Virginia,South,Technology,Accessories,111.98,2,0.0,26.8752,VA,55.99,13.4376,0.0,No Discount
8301,Standard Class,Corporate,United States,Los Angeles,California,West,Technology,Accessories,1649.95,5,0.0,659.98,CA,329.99,131.996,0.0,No Discount
8303,Second Class,Home Office,United States,San Francisco,California,West,Technology,Phones,73.584,2,0.2,8.2782,CA,36.792,4.1391,0.0,Discount
8312,Standard Class,Consumer,United States,Columbus,Georgia,South,Technology,Phones,2939.93,7,0.0,764.3818,GA,419.98999999999995,109.1974,0.0,No Discount
8325,First Class,Home Office,United States,Hialeah,Florida,South,Technology,Phones,158.376,3,0.2,13.8579,FL,52.792,4.6193,0.0,Discount
8330,Standard Class,Consumer,United States,New York City,New York,East,Technology,Accessories,7.88,4,0.0,2.5216,NY,1.97,0.6304,0.0,No Discount
8338,Standard Class,Corporate,United States,Decatur,Alabama,South,Technology,Accessories,498.0,5,0.0,184.26,AL,99.6,36.852,0.0,No Discount
8348,Standard Class,Corporate,United States,Lawrence,Massachusetts,East,Technology,Phones,209.5,10,0.0,58.66,MA,20.95,5.866,0.0,No Discount
8358,Standard Class,Consumer,United States,Great Falls,Montana,West,Technology,Phones,105.584,2,0.2,9.2386,MT,52.792,4.6193,0.0,Discount
8359,Standard Class,Consumer,United States,Great Falls,Montana,West,Technology,Accessories,217.44,6,0.0,91.3248,MT,36.24,15.220799999999999,0.0,No Discount
8364,Standard Class,Consumer,United States,Kissimmee,Florida,South,Technology,Phones,751.984,2,0.2,84.5982,FL,375.992,42.2991,0.0,Discount
8365,First Class,Home Office,United States,Seattle,Washington,West,Technology,Phones,604.768,4,0.2,60.4768,WA,151.192,15.1192,0.0,Discount
8381,Second Class,Consumer,United States,San Francisco,California,West,Technology,Phones,84.784,2,0.2,-20.1362,CA,42.392,-10.0681,-20.1362,Discount
8383,First Class,Home Office,United States,Shelton,Connecticut,East,Technology,Accessories,59.97,3,0.0,14.9925,CT,19.99,4.9975,0.0,No Discount
8392,Second Class,Consumer,United States,Franklin,Massachusetts,East,Technology,Phones,137.94,3,0.0,35.8644,MA,45.98,11.9548,0.0,No Discount
8405,Standard Class,Corporate,United States,Newark,Delaware,East,Technology,Accessories,141.9,5,0.0,58.179,DE,28.380000000000003,11.6358,0.0,No Discount
8414,Standard Class,Corporate,United States,Arlington,Texas,Central,Technology,Accessories,165.6,3,0.2,-6.21,TX,55.199999999999996,-2.07,-6.21,Discount
8420,First Class,Home Office,United States,Seattle,Washington,West,Technology,Accessories,199.98,2,0.0,87.9912,WA,99.99,43.9956,0.0,No Discount
8421,Standard Class,Consumer,United States,Lakewood,New Jersey,East,Technology,Accessories,45.0,3,0.0,4.95,NJ,15.0,1.6500000000000001,0.0,No Discount
8428,Standard Class,Corporate,United States,Tempe,Arizona,West,Technology,Accessories,62.352,6,0.2,-10.9116,AZ,10.392,-1.8186,-10.9116,Discount
8437,Standard Class,Consumer,United States,Cleveland,Ohio,East,Technology,Accessories,25.488,2,0.2,4.4604,OH,12.744,2.2302,0.0,Discount
8439,Second Class,Corporate,United States,Chicago,Illinois,Central,Technology,Phones,49.616,2,0.2,4.9616,IL,24.808,2.4808,0.0,Discount
8442,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Technology,Phones,431.94,2,0.4,-71.99,PA,215.97,-35.995,-71.99,Discount
8444,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Technology,Phones,68.238,3,0.4,-12.5103,PA,22.746,-4.170100000000001,-12.5103,Discount
8451,First Class,Consumer,United States,San Francisco,California,West,Technology,Phones,1679.96,5,0.2,125.997,CA,335.992,25.1994,0.0,Discount
8455,Standard Class,Corporate,United States,Los Angeles,California,West,Technology,Phones,222.384,2,0.2,22.2384,CA,111.192,11.1192,0.0,Discount
8463,Standard Class,Home Office,United States,Albuquerque,New Mexico,West,Technology,Phones,302.376,3,0.2,22.6782,NM,100.79199999999999,7.5594,0.0,Discount
8464,Standard Class,Consumer,United States,Louisville,Colorado,West,Technology,Accessories,46.688,4,0.2,-2.918,CO,11.672,-0.7295,-2.918,Discount
8470,Standard Class,Home Office,United States,Clarksville,Tennessee,South,Technology,Accessories,45.408,2,0.2,11.9196,TN,22.704,5.9598,0.0,Discount
8477,Same Day,Corporate,United States,New York City,New York,East,Technology,Machines,1035.8,4,0.0,269.308,NY,258.95,67.327,0.0,No Discount
8480,Standard Class,Consumer,United States,Omaha,Nebraska,Central,Technology,Phones,35.98,2,0.0,10.0744,NE,17.99,5.0372,0.0,No Discount
8488,Second Class,Consumer,United States,Arlington,Virginia,South,Technology,Machines,8749.95,5,0.0,2799.984,VA,1749.9900000000002,559.9968,0.0,No Discount
8493,Standard Class,Consumer,United States,Lubbock,Texas,Central,Technology,Copiers,479.976,3,0.2,161.9919,TX,159.992,53.997299999999996,0.0,Discount
8495,Standard Class,Corporate,United States,Longmont,Colorado,West,Technology,Accessories,165.6,3,0.2,-6.21,CO,55.199999999999996,-2.07,-6.21,Discount
8497,Second Class,Consumer,United States,Yonkers,New York,East,Technology,Accessories,479.97,3,0.0,177.5889,NY,159.99,59.1963,0.0,No Discount
8501,Second Class,Corporate,United States,Los Angeles,California,West,Technology,Phones,15.984,2,0.2,1.1988,CA,7.992,0.5994,0.0,Discount
8506,Standard Class,Home Office,United States,Dallas,Texas,Central,Technology,Accessories,27.96,5,0.2,8.388,TX,5.5920000000000005,1.6776,0.0,Discount
8508,First Class,Consumer,United States,Detroit,Michigan,Central,Technology,Accessories,175.23,11,0.0,61.3305,MI,15.93,5.5755,0.0,No Discount
8509,First Class,Consumer,United States,Detroit,Michigan,Central,Technology,Phones,125.99,1,0.0,31.4975,MI,125.99,31.4975,0.0,No Discount
8522,Standard Class,Corporate,United States,Milwaukee,Wisconsin,Central,Technology,Phones,12.99,1,0.0,0.2598,WI,12.99,0.2598,0.0,No Discount
8524,Same Day,Consumer,United States,Columbus,Ohio,East,Technology,Phones,44.376,2,0.4,-7.396,OH,22.188,-3.698,-7.396,Discount
8527,Same Day,Consumer,United States,Columbus,Ohio,East,Technology,Accessories,159.984,2,0.2,43.9956,OH,79.992,21.9978,0.0,Discount
8535,Standard Class,Consumer,United States,San Francisco,California,West,Technology,Accessories,56.4,3,0.0,3.384,CA,18.8,1.128,0.0,No Discount
8539,Standard Class,Consumer,United States,Los Angeles,California,West,Technology,Copiers,479.984,2,0.2,59.998,CA,239.992,29.999,0.0,Discount
8543,Standard Class,Consumer,United States,New York City,New York,East,Technology,Accessories,199.98,2,0.0,83.9916,NY,99.99,41.9958,0.0,No Discount
8547,Standard Class,Corporate,United States,Los Angeles,California,West,Technology,Accessories,39.0,3,0.0,17.55,CA,13.0,5.8500000000000005,0.0,No Discount
8552,Standard Class,Corporate,United States,Chicago,Illinois,Central,Technology,Copiers,719.976,3,0.2,134.9955,IL,239.992,44.9985,0.0,Discount
8553,Standard Class,Consumer,United States,Decatur,Alabama,South,Technology,Accessories,239.92,8,0.0,23.992,AL,29.99,2.999,0.0,No Discount
8555,Same Day,Consumer,United States,Plantation,Florida,South,Technology,Accessories,447.944,7,0.2,89.5888,FL,63.992000000000004,12.7984,0.0,Discount
8557,Second Class,Corporate,United States,Houston,Texas,Central,Technology,Phones,453.576,3,0.2,39.6879,TX,151.192,13.2293,0.0,Discount
8559,Second Class,Corporate,United States,Houston,Texas,Central,Technology,Phones,287.88,3,0.2,35.985,TX,95.96,11.995,0.0,Discount
8560,Second Class,Corporate,United States,Houston,Texas,Central,Technology,Phones,131.88,3,0.2,14.8365,TX,43.96,4.9455,0.0,Discount
8565,First Class,Consumer,United States,The Colony,Texas,Central,Technology,Phones,67.176,3,0.2,6.7176,TX,22.392,2.2392,0.0,Discount
8570,Standard Class,Corporate,United States,Hempstead,New York,East,Technology,Copiers,479.984,2,0.2,89.997,NY,239.992,44.9985,0.0,Discount
8572,Standard Class,Consumer,United States,Houston,Texas,Central,Technology,Machines,998.85,5,0.4,-199.77,TX,199.77,-39.954,-199.77,Discount
8582,Second Class,Corporate,United States,San Marcos,Texas,Central,Technology,Accessories,20.784,2,0.2,-3.6372,TX,10.392,-1.8186,-3.6372,Discount
8586,Standard Class,Corporate,United States,Los Angeles,California,West,Technology,Accessories,1287.45,5,0.0,244.6155,CA,257.49,48.9231,0.0,No Discount
8593,Standard Class,Home Office,United States,Jacksonville,Florida,South,Technology,Accessories,191.976,3,0.2,38.3952,FL,63.992,12.7984,0.0,Discount
8594,Standard Class,Home Office,United States,Jacksonville,Florida,South,Technology,Phones,499.168,4,0.2,31.198,FL,124.792,7.7995,0.0,Discount
8602,Same Day,Home Office,United States,Reno,Nevada,West,Technology,Phones,475.944,7,0.2,59.493,NA,67.992,8.499,0.0,Discount
8603,Standard Class,Corporate,United States,San Antonio,Texas,Central,Technology,Accessories,30.08,2,0.2,-5.264,TX,15.04,-2.632,-5.264,Discount
8604,Standard Class,Corporate,United States,San Antonio,Texas,Central,Technology,Accessories,165.6,3,0.2,-6.21,TX,55.199999999999996,-2.07,-6.21,Discount
8605,Standard Class,Corporate,United States,San Antonio,Texas,Central,Technology,Phones,180.96,5,0.2,13.572,TX,36.192,2.7144,0.0,Discount
8606,Standard Class,Consumer,United States,New Bedford,Massachusetts,East,Technology,Accessories,23.18,2,0.0,7.6494,MA,11.59,3.8247,0.0,No Discount
8611,Second Class,Consumer,United States,Oxnard,California,West,Technology,Accessories,82.95,5,0.0,29.0325,CA,16.59,5.8065,0.0,No Discount
8613,Standard Class,Consumer,United States,Oakland,California,West,Technology,Accessories,479.97,3,0.0,177.5889,CA,159.99,59.1963,0.0,No Discount
8624,Standard Class,Consumer,United States,Miami,Florida,South,Technology,Accessories,111.96,5,0.2,-1.3995,FL,22.392,-0.2799,-1.3995,Discount
8627,Standard Class,Corporate,United States,New York City,New York,East,Technology,Accessories,90.0,5,0.0,16.2,NY,18.0,3.2399999999999998,0.0,No Discount
8638,First Class,Home Office,United States,Kenosha,Wisconsin,Central,Technology,Accessories,399.95,5,0.0,143.982,WI,79.99,28.7964,0.0,No Discount
8653,Same Day,Consumer,United States,Seattle,Washington,West,Technology,Accessories,199.98,2,0.0,75.9924,WA,99.99,37.9962,0.0,No Discount
8654,Same Day,Consumer,United States,Seattle,Washington,West,Technology,Accessories,144.96,4,0.0,60.8832,WA,36.24,15.2208,0.0,No Discount
8655,Same Day,Consumer,United States,Seattle,Washington,West,Technology,Accessories,118.0,2,0.0,20.06,WA,59.0,10.03,0.0,No Discount
8662,Standard Class,Consumer,United States,Houston,Texas,Central,Technology,Phones,619.152,6,0.2,69.6546,TX,103.19200000000001,11.6091,0.0,Discount
8668,Second Class,Home Office,United States,Seattle,Washington,West,Technology,Machines,11.56,1,0.2,3.757,WA,11.56,3.757,0.0,Discount
8679,Second Class,Home Office,United States,Houston,Texas,Central,Technology,Accessories,159.56,5,0.2,33.9065,TX,31.912,6.7813,0.0,Discount
8682,Standard Class,Home Office,United States,Arlington,Virginia,South,Technology,Accessories,47.79,3,0.0,16.2486,VA,15.93,5.4162,0.0,No Discount
8684,Standard Class,Home Office,United States,San Diego,California,West,Technology,Accessories,21.21,7,0.0,4.4541,CA,3.0300000000000002,0.6363000000000001,0.0,No Discount
8690,Standard Class,Corporate,United States,Akron,Ohio,East,Technology,Phones,259.896,2,0.4,-56.3108,OH,129.948,-28.1554,-56.3108,Discount
8691,Standard Class,Corporate,United States,Akron,Ohio,East,Technology,Phones,247.188,2,0.4,-49.4376,OH,123.594,-24.7188,-49.4376,Discount
8692,Standard Class,Corporate,United States,Akron,Ohio,East,Technology,Accessories,279.96,5,0.2,48.993,OH,55.992,9.7986,0.0,Discount
8693,Standard Class,Home Office,United States,San Francisco,California,West,Technology,Accessories,450.0,5,0.0,162.0,CA,90.0,32.4,0.0,No Discount
8696,Standard Class,Corporate,United States,Nashville,Tennessee,South,Technology,Phones,239.976,3,0.2,26.9973,TN,79.992,8.9991,0.0,Discount
8699,Standard Class,Corporate,United States,Nashville,Tennessee,South,Technology,Phones,2239.936,8,0.2,223.9936,TN,279.992,27.9992,0.0,Discount
8704,First Class,Consumer,United States,Houston,Texas,Central,Technology,Phones,115.136,8,0.2,11.5136,TX,14.392,1.4392,0.0,Discount
8708,First Class,Corporate,United States,Los Angeles,California,West,Technology,Phones,79.968,4,0.2,-17.9928,CA,19.992,-4.4982,-17.9928,Discount
8713,Standard Class,Corporate,United States,San Diego,California,West,Technology,Phones,71.952,6,0.2,5.3964,CA,11.991999999999999,0.8994,0.0,Discount
8726,Standard Class,Corporate,United States,Murfreesboro,Tennessee,South,Technology,Accessories,4.728,3,0.2,0.7092,TN,1.5759999999999998,0.23640000000000003,0.0,Discount
8730,Standard Class,Corporate,United States,Murfreesboro,Tennessee,South,Technology,Accessories,72.744,7,0.2,-12.7302,TN,10.392,-1.8186,-12.7302,Discount
8734,Second Class,Corporate,United States,Seattle,Washington,West,Technology,Accessories,1287.45,5,0.0,244.6155,WA,257.49,48.9231,0.0,No Discount
8739,First Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Phones,83.988,2,0.4,-20.997,PA,41.994,-10.4985,-20.997,Discount
8743,First Class,Consumer,United States,Hillsboro,Oregon,West,Technology,Accessories,53.04,3,0.2,-4.641,OR,17.68,-1.547,-4.641,Discount
8748,Standard Class,Corporate,United States,San Diego,California,West,Technology,Machines,239.984,2,0.2,38.9974,CA,119.992,19.4987,0.0,Discount
8750,First Class,Consumer,United States,New York City,New York,East,Technology,Phones,133.98,2,0.0,33.495,NY,66.99,16.7475,0.0,No Discount
8752,Standard Class,Home Office,United States,Tallahassee,Florida,South,Technology,Phones,177.48,3,0.2,19.9665,FL,59.16,6.6555,0.0,Discount
8768,Standard Class,Consumer,United States,Columbus,Ohio,East,Technology,Accessories,288.0,4,0.2,57.6,OH,72.0,14.4,0.0,Discount
8769,Same Day,Home Office,United States,Louisville,Colorado,West,Technology,Phones,146.952,3,0.2,9.1845,CO,48.984,3.0615,0.0,Discount
8785,Standard Class,Corporate,United States,Phoenix,Arizona,West,Technology,Phones,195.96,5,0.2,19.596,AZ,39.192,3.9192,0.0,Discount
8787,Standard Class,Corporate,United States,Phoenix,Arizona,West,Technology,Accessories,271.968,4,0.2,54.3936,AZ,67.992,13.5984,0.0,Discount
8791,Standard Class,Consumer,United States,Houston,Texas,Central,Technology,Phones,537.544,7,0.2,47.0351,TX,76.792,6.7193,0.0,Discount
8794,First Class,Corporate,United States,Los Angeles,California,West,Technology,Phones,583.8,5,0.2,72.975,CA,116.75999999999999,14.594999999999999,0.0,Discount
8795,First Class,Corporate,United States,Los Angeles,California,West,Technology,Phones,211.168,4,0.2,15.8376,CA,52.792,3.9594,0.0,Discount
8798,Standard Class,Home Office,United States,Burlington,Vermont,East,Technology,Phones,1294.75,5,0.0,336.635,VT,258.95,67.327,0.0,No Discount
8799,First Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Copiers,1799.97,5,0.4,239.996,PA,359.994,47.9992,0.0,Discount
8801,First Class,Consumer,United States,Oklahoma City,Oklahoma,Central,Technology,Phones,221.98,2,0.0,62.1544,OK,110.99,31.0772,0.0,No Discount
8803,First Class,Corporate,United States,New York City,New York,East,Technology,Accessories,34.77,3,0.0,11.4741,NY,11.590000000000002,3.8247,0.0,No Discount
8808,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Phones,118.65,5,0.4,19.775,PA,23.73,3.9549999999999996,0.0,Discount
8814,Second Class,Consumer,United States,Wilmington,Delaware,East,Technology,Phones,307.98,2,0.0,89.3142,DE,153.99,44.6571,0.0,No Discount
8820,Standard Class,Consumer,United States,Orlando,Florida,South,Technology,Copiers,959.984,2,0.2,311.9948,FL,479.992,155.9974,0.0,Discount
8834,Standard Class,Home Office,United States,Sandy Springs,Georgia,South,Technology,Phones,89.9,2,0.0,25.172,GA,44.95,12.586,0.0,No Discount
8840,Second Class,Corporate,United States,Los Angeles,California,West,Technology,Accessories,299.97,3,0.0,131.9868,CA,99.99000000000001,43.995599999999996,0.0,No Discount
8841,Standard Class,Corporate,United States,San Francisco,California,West,Technology,Accessories,89.97,3,0.0,39.5868,CA,29.99,13.195599999999999,0.0,No Discount
8842,Standard Class,Corporate,United States,San Francisco,California,West,Technology,Accessories,31.86,2,0.0,11.151,CA,15.93,5.5755,0.0,No Discount
8848,First Class,Corporate,United States,Raleigh,North Carolina,South,Technology,Phones,74.24,1,0.2,8.352,NC,74.24,8.352,0.0,Discount
8854,First Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,617.976,3,0.2,-7.7247,PA,205.992,-2.5749,-7.7247,Discount
8856,Standard Class,Corporate,United States,Sacramento,California,West,Technology,Accessories,209.94,6,0.0,39.8886,CA,34.99,6.6480999999999995,0.0,No Discount
8857,Standard Class,Corporate,United States,Sacramento,California,West,Technology,Phones,31.984,2,0.2,-7.996,CA,15.992,-3.998,-7.996,Discount
8859,Standard Class,Home Office,United States,Charlotte,North Carolina,South,Technology,Phones,35.96,1,0.2,3.596,NC,35.96,3.596,0.0,Discount
8867,First Class,Consumer,United States,Chicago,Illinois,Central,Technology,Phones,11.12,2,0.2,3.475,IL,5.56,1.7375,0.0,Discount
8868,Standard Class,Consumer,United States,San Diego,California,West,Technology,Machines,686.4,2,0.2,77.22,CA,343.2,38.61,0.0,Discount
8872,Same Day,Consumer,United States,Columbus,Ohio,East,Technology,Machines,101.994,2,0.7,-71.3958,OH,50.997,-35.6979,-71.3958,Discount
8877,Standard Class,Consumer,United States,Morristown,New Jersey,East,Technology,Machines,480.0,4,0.0,225.6,NJ,120.0,56.4,0.0,No Discount
8880,First Class,Corporate,United States,Los Angeles,California,West,Technology,Accessories,239.97,3,0.0,86.3892,CA,79.99,28.796400000000002,0.0,No Discount
8881,Second Class,Home Office,United States,Aurora,Illinois,Central,Technology,Accessories,50.12,7,0.2,-0.6265,IL,7.159999999999999,-0.0895,-0.6265,Discount
8882,Standard Class,Corporate,United States,Durham,North Carolina,South,Technology,Phones,15.984,2,0.2,1.3986,NC,7.992,0.6993,0.0,Discount
8889,Second Class,Home Office,United States,Columbia,Missouri,Central,Technology,Phones,449.97,3,0.0,220.4853,MO,149.99,73.4951,0.0,No Discount
8896,Standard Class,Consumer,United States,Los Angeles,California,West,Technology,Phones,165.6,3,0.2,10.35,CA,55.199999999999996,3.4499999999999997,0.0,Discount
8898,Second Class,Corporate,United States,Springfield,Virginia,South,Technology,Phones,494.97,3,0.0,148.491,VA,164.99,49.49700000000001,0.0,No Discount
8905,Same Day,Home Office,United States,New York City,New York,East,Technology,Accessories,30.84,3,0.0,6.168,NY,10.28,2.056,0.0,No Discount
8907,First Class,Corporate,United States,San Francisco,California,West,Technology,Phones,66.976,7,0.2,6.6976,CA,9.568,0.9568000000000001,0.0,Discount
8910,Standard Class,Consumer,United States,Chattanooga,Tennessee,South,Technology,Accessories,95.976,3,0.2,15.5961,TN,31.992,5.1987,0.0,Discount
8911,Standard Class,Consumer,United States,Chattanooga,Tennessee,South,Technology,Phones,143.928,9,0.2,-32.3838,TN,15.991999999999999,-3.5982000000000003,-32.3838,Discount
8920,Standard Class,Corporate,United States,Jamestown,New York,East,Technology,Accessories,159.98,2,0.0,57.5928,NY,79.99,28.7964,0.0,No Discount
8921,Standard Class,Corporate,United States,Coral Gables,Florida,South,Technology,Phones,52.68,3,0.2,19.755,FL,17.56,6.585,0.0,Discount
8924,Standard Class,Consumer,United States,Rockford,Illinois,Central,Technology,Phones,1439.968,4,0.2,143.9968,IL,359.992,35.9992,0.0,Discount
8930,Standard Class,Consumer,United States,Huntsville,Texas,Central,Technology,Phones,239.976,3,0.2,17.9982,TX,79.992,5.9994000000000005,0.0,Discount
8932,Standard Class,Corporate,United States,Milwaukee,Wisconsin,Central,Technology,Accessories,29.34,3,0.0,10.8558,WI,9.78,3.6186000000000003,0.0,No Discount
8935,Same Day,Corporate,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,1119.888,14,0.2,209.979,PA,79.99199999999999,14.998500000000002,0.0,Discount
8937,Second Class,Consumer,United States,Los Angeles,California,West,Technology,Phones,135.984,2,0.2,16.998,CA,67.992,8.499,0.0,Discount
8942,First Class,Consumer,United States,Portland,Oregon,West,Technology,Machines,179.991,3,0.7,-251.9874,OR,59.99700000000001,-83.9958,-251.9874,Discount
8950,Standard Class,Consumer,United States,Jackson,Tennessee,South,Technology,Accessories,46.864,2,0.2,7.6154,TN,23.432,3.8077,0.0,Discount
8957,First Class,Consumer,United States,Hialeah,Florida,South,Technology,Machines,120.0,2,0.5,-7.2,FL,60.0,-3.6,-7.2,Discount
8958,Standard Class,Consumer,United States,Houston,Texas,Central,Technology,Phones,299.96,5,0.2,37.495,TX,59.992,7.499,0.0,Discount
8963,First Class,Consumer,United States,Virginia Beach,Virginia,South,Technology,Accessories,89.97,3,0.0,18.8937,VA,29.99,6.297899999999999,0.0,No Discount
8966,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,72.0,1,0.2,14.4,PA,72.0,14.4,0.0,Discount
8970,Standard Class,Corporate,United States,Lakewood,Ohio,East,Technology,Phones,151.188,2,0.4,-25.198,OH,75.594,-12.599,-25.198,Discount
8972,First Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,47.496,1,0.2,-1.1874,PA,47.496,-1.1874,-1.1874,Discount
8987,Standard Class,Consumer,United States,Jacksonville,North Carolina,South,Technology,Phones,105.584,2,0.2,9.2386,NC,52.792,4.6193,0.0,Discount
8990,Standard Class,Corporate,United States,Springfield,Missouri,Central,Technology,Copiers,4899.93,7,0.0,2302.9671,MO,699.99,328.9953,0.0,No Discount
8991,Standard Class,Home Office,United States,San Francisco,California,West,Technology,Accessories,104.75,5,0.0,21.9975,CA,20.95,4.3995,0.0,No Discount
8992,Standard Class,Corporate,United States,Columbia,Tennessee,South,Technology,Accessories,18.528,2,0.2,4.4004,TN,9.264,2.2002,0.0,Discount
8996,First Class,Consumer,United States,Dallas,Texas,Central,Technology,Phones,35.184,2,0.2,12.3144,TX,17.592,6.1572,0.0,Discount
9001,Standard Class,Corporate,United States,Sandy Springs,Georgia,South,Technology,Accessories,5.95,1,0.0,0.833,GA,5.95,0.833,0.0,No Discount
9003,Same Day,Consumer,United States,Spokane,Washington,West,Technology,Accessories,239.94,6,0.0,26.3934,WA,39.99,4.3989,0.0,No Discount
9011,First Class,Home Office,United States,Houston,Texas,Central,Technology,Accessories,100.8,2,0.2,21.42,TX,50.4,10.71,0.0,Discount
9019,Second Class,Consumer,United States,Springfield,Virginia,South,Technology,Accessories,99.98,2,0.0,7.9984,VA,49.99,3.9992,0.0,No Discount
9024,Standard Class,Corporate,United States,New York City,New York,East,Technology,Accessories,20.97,3,0.0,9.0171,NY,6.989999999999999,3.0056999999999996,0.0,No Discount
9025,Standard Class,Corporate,United States,New York City,New York,East,Technology,Accessories,139.96,4,0.0,9.7972,NY,34.99,2.4493,0.0,No Discount
9035,Standard Class,Consumer,United States,Quincy,Illinois,Central,Technology,Accessories,108.768,4,0.2,2.7192,IL,27.192,0.6798,0.0,Discount
9038,Same Day,Consumer,United States,Houston,Texas,Central,Technology,Phones,55.176,3,0.2,-12.4146,TX,18.392,-4.1382,-12.4146,Discount
9043,Standard Class,Corporate,United States,San Francisco,California,West,Technology,Accessories,479.97,3,0.0,163.1898,CA,159.99,54.3966,0.0,No Discount
9045,Second Class,Corporate,United States,Sunnyvale,California,West,Technology,Accessories,189.95,5,0.0,45.588,CA,37.989999999999995,9.1176,0.0,No Discount
9046,Second Class,Corporate,United States,Sunnyvale,California,West,Technology,Accessories,149.95,5,0.0,31.4895,CA,29.99,6.2979,0.0,No Discount
9053,Second Class,Corporate,United States,San Francisco,California,West,Technology,Phones,28.784,2,0.2,2.8784,CA,14.392,1.4392,0.0,Discount
9055,Second Class,Consumer,United States,Seattle,Washington,West,Technology,Accessories,21.98,2,0.0,8.5722,WA,10.99,4.2861,0.0,No Discount
9066,Standard Class,Consumer,United States,Harrisonburg,Virginia,South,Technology,Accessories,23.08,2,0.0,6.924,VA,11.54,3.462,0.0,No Discount
9067,Standard Class,Consumer,United States,Rockville,Maryland,East,Technology,Phones,90.48,2,0.0,23.5248,MD,45.24,11.7624,0.0,No Discount
9073,Standard Class,Consumer,United States,Springfield,Missouri,Central,Technology,Accessories,279.95,5,0.0,67.188,MO,55.989999999999995,13.4376,0.0,No Discount
9077,Standard Class,Corporate,United States,Omaha,Nebraska,Central,Technology,Accessories,89.97,3,0.0,18.8937,NE,29.99,6.297899999999999,0.0,No Discount
9080,Second Class,Corporate,United States,Santa Ana,California,West,Technology,Phones,143.952,6,0.2,17.994,CA,23.992,2.999,0.0,Discount
9088,Standard Class,Corporate,United States,Cary,North Carolina,South,Technology,Phones,246.168,3,0.2,21.5397,NC,82.056,7.1799,0.0,Discount
9093,Standard Class,Consumer,United States,Detroit,Michigan,Central,Technology,Phones,299.98,2,0.0,83.9944,MI,149.99,41.9972,0.0,No Discount
9095,Standard Class,Consumer,United States,Detroit,Michigan,Central,Technology,Phones,41.9,2,0.0,11.732,MI,20.95,5.866,0.0,No Discount
9098,Standard Class,Home Office,United States,Dallas,Texas,Central,Technology,Phones,369.544,7,0.2,27.7158,TX,52.791999999999994,3.9594,0.0,Discount
9100,Standard Class,Home Office,United States,Dallas,Texas,Central,Technology,Accessories,791.88,3,0.2,128.6805,TX,263.96,42.893499999999996,0.0,Discount
9106,Standard Class,Consumer,United States,Houston,Texas,Central,Technology,Machines,287.91,3,0.4,33.5895,TX,95.97000000000001,11.1965,0.0,Discount
9109,First Class,Corporate,United States,Haltom City,Texas,Central,Technology,Accessories,207.984,2,0.2,36.3972,TX,103.992,18.1986,0.0,Discount
9111,First Class,Home Office,United States,Richmond,Virginia,South,Technology,Accessories,22.96,2,0.0,4.3624,VA,11.48,2.1812,0.0,No Discount
9114,Second Class,Corporate,United States,Los Angeles,California,West,Technology,Phones,623.96,5,0.2,38.9975,CA,124.792,7.7995,0.0,Discount
9115,Second Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Phones,429.6,2,0.4,-93.08,PA,214.8,-46.54,-93.08,Discount
9133,Standard Class,Home Office,United States,San Diego,California,West,Technology,Phones,555.96,5,0.2,41.697,CA,111.19200000000001,8.339400000000001,0.0,Discount
9138,Standard Class,Consumer,United States,Saint Petersburg,Florida,South,Technology,Phones,180.96,5,0.2,13.572,FL,36.192,2.7144,0.0,Discount
9139,Standard Class,Consumer,United States,Buffalo Grove,Illinois,Central,Technology,Accessories,475.944,7,0.2,95.1888,IL,67.992,13.5984,0.0,Discount
9140,Second Class,Home Office,United States,Los Angeles,California,West,Technology,Accessories,159.98,2,0.0,47.994,CA,79.99,23.997,0.0,No Discount
9141,First Class,Corporate,United States,New York City,New York,East,Technology,Phones,43.6,4,0.0,12.208,NY,10.9,3.052,0.0,No Discount
